,user_id,condition,submitted_at,label_q1,label_q2,label_q3
67,1355609765895,2,2021-03-13T15:03:40.051Z,1,1,"[""health"",""ingredient"",""goals""]"
68,429636190305,2,2021-03-13T15:04:07.371Z,0,0,"[""health"",""ingredient"",""image""]"
69,253380233521,2,2021-03-13T15:04:15.649Z,1,1,"[""image"",""title""]"
70,528592591369,2,2021-03-13T15:04:37.773Z,0,0,"[""image"",""title""]"
71,689749776450,2,2021-03-13T15:04:53.821Z,0,0,"[""image"",""numrating"",""fat"",""protein""]"
72,211009348415,2,2021-03-13T15:04:42.870Z,-1,-1,"[""health"",""title""]"
73,238041626636,2,2021-03-13T15:05:07.527Z,1,1,"[""image"",""rating"",""numrating"",""cal""]"
74,1045644144456,2,2021-03-13T15:05:24.135Z,1,1,"[""ingredient""]"
75,268287191084,2,2021-03-13T15:05:30.547Z,2,2,"[""health"",""salt"",""sugar"",""fat""]"
76,546648628954,2,2021-03-13T15:04:29.101Z,1,1,"[""health"",""ingredient"",""image"",""cal"",""title""]"
77,360557045414,2,2021-03-13T15:05:37.352Z,1,1,"[""ingredient""]"
78,79424226719,2,2021-03-13T15:05:30.183Z,1,1,"[""image""]"
79,1399233290248,2,2021-03-13T15:05:37.634Z,1,1,"[""health"",""image"",""rating"",""cal""]"
80,277658784574,2,2021-03-13T15:05:09.530Z,2,2,"[""image"",""rating"",""numrating""]"
81,1133319394815,2,2021-03-13T15:05:56.342Z,1,1,"[""health"",""ingredient"",""rating"",""cal"",""goals""]"
82,450248801844,2,2021-03-13T15:06:00.409Z,2,2,"[""health"",""ingredient""]"
83,1542543136275,2,2021-03-13T15:05:51.113Z,2,2,"[""health"",""image"",""title""]"
84,1455493867576,2,2021-03-13T15:05:59.007Z,-1,-1,"[""ingredient"",""image"",""rating"",""numrating""]"
85,1436464777485,2,2021-03-13T15:05:57.571Z,-1,-1,"[""ingredient"",""image"",""title"",""I don't like a lot of things""]"
86,143310185898,2,2021-03-13T15:06:34.509Z,1,1,"[""image"",""rating"",""numrating"",""fat""]"
87,901608344919,2,2021-03-13T15:06:27.138Z,1,1,"[""image"",""title""]"
88,1107181933467,2,2021-03-13T15:06:11.467Z,1,1,"[""health"",""cal"",""goals"",""The colors of the nutrients' boxes""]"
89,664249741701,2,2021-03-13T15:06:49.166Z,1,1,"[""ingredient"",""image"",""rating"",""numrating""]"
90,957597431096,2,2021-03-13T15:07:03.932Z,1,1,"[""health"",""ingredient"",""image"",""title""]"
91,375775216156,2,2021-03-13T15:07:10.164Z,2,2,"[""health"",""ingredient"",""image"",""cal"",""goals""]"
92,823063639546,2,2021-03-13T15:07:31.435Z,0,0,"[""ingredient"",""fat"",""title"",""goals""]"
93,1072993239878,2,2021-03-13T15:07:57.505Z,-1,-1,"[""image"",""rating"",""title""]"
94,1194039623402,2,2021-03-13T15:07:55.502Z,1,1,"[""ingredient"",""image"",""cal""]"
95,568568750139,2,2021-03-13T15:07:55.405Z,1,1,"[""ingredient"",""image"",""title""]"
96,515094634490,2,2021-03-13T15:07:53.201Z,1,1,"[""ingredient"",""image""]"
97,197785699631,2,2021-03-13T15:07:27.137Z,1,1,"[""image"",""rating"",""numrating"",""cal""]"
98,945172481747,2,2021-03-13T15:08:06.138Z,1,1,"[""health"",""ingredient"",""image""]"
99,210754202664,2,2021-03-13T15:08:46.822Z,1,1,"[""health"",""image"",""salt"",""sugar"",""fat""]"
100,1214394028326,2,2021-03-13T15:09:00.212Z,1,1,"[""ingredient"",""image""]"
101,572901821852,2,2021-03-13T15:09:20.738Z,2,2,"[""ingredient"",""image"",""title""]"
102,1234303971059,2,2021-03-13T15:09:50.537Z,1,1,"[""health"",""ingredient"",""image"",""cal"",""salt""]"
103,1352898696235,2,2021-03-13T15:09:30.984Z,1,1,"[""image"",""rating"",""numrating"",""title"",""goals"",""Difficulty level""]"
104,1036329612598,2,2021-03-13T15:08:52.636Z,1,1,"[""image""]"
105,613095240147,2,2021-03-13T15:10:12.902Z,1,1,"[""ingredient""]"
106,944206860946,2,2021-03-13T15:10:00.436Z,1,1,"[""health"",""ingredient"",""numrating"",""sugar""]"
107,657020049480,2,2021-03-13T15:10:19.642Z,1,1,"[""numrating"",""cal"",""salt""]"
108,1321110173398,2,2021-03-13T15:10:07.113Z,0,0,"[""image"",""title""]"
109,700680039291,2,2021-03-13T15:10:39.076Z,1,1,"[""ingredient"",""image"",""title""]"
110,1055139248224,2,2021-03-13T15:11:01.360Z,1,1,"[""image"",""rating""]"
111,1008413892305,2,2021-03-13T15:11:20.902Z,0,0,"[""image"",""cal"",""fat""]"
112,1506582547273,2,2021-03-13T15:12:27.520Z,1,1,"[""health"",""ingredient"",""cal"",""protein"",""goals""]"
113,467056463358,2,2021-03-13T15:14:17.904Z,1,1,"[""health"",""image"",""cal"",""salt"",""sugar"",""fat""]"
114,269982130093,2,2021-03-13T15:15:41.291Z,1,1,"[""ingredient"",""title""]"
115,1503293706070,2,2021-03-13T15:15:25.297Z,1,1,"[""health"",""image""]"
116,469216853681,2,2021-03-13T15:18:17.141Z,-1,-1,"[""health"",""image"",""goals""]"
117,1416049674860,2,2021-03-13T15:18:23.556Z,2,2,"[""ingredient"",""image"",""title""]"
118,387637635985,2,2021-03-13T15:19:30.238Z,0,0,"[""image"",""title""]"
119,87582614576,2,2021-03-13T15:19:34.977Z,1,1,"[""cal"",""sugar"",""fat""]"
120,997079746027,2,2021-03-13T15:27:49.587Z,1,1,"[""ingredient"",""image"",""my preferences""]"
121,1218717153751,2,2021-03-13T15:36:36.453Z,2,2,"[""health"",""image"",""rating"",""numrating""]"
122,379098436359,2,2021-03-13T15:00:52.173Z,1,1,"[""health"",""ingredient"",""image""]"
125,525972517256,2,2021-03-20T10:26:54.222Z,2,2,"[""health"",""ingredient"",""goals""]"
126,1607265860079,2,2021-03-20T10:28:53.087Z,1,1,"[""ingredient"",""title""]"
127,95479332212,2,2021-03-20T10:30:16.171Z,1,1,"[""ingredient"",""title""]"
128,876926942528,2,2021-03-20T10:34:23.950Z,1,1,"[""image""]"
129,871498984229,2,2021-03-20T10:42:21.837Z,0,0,"[""image"",""title""]"
130,341019428752,2,2021-03-20T10:42:54.776Z,1,1,"[""image"",""rating"",""numrating""]"
131,1325371543379,2,2021-03-20T10:44:08.303Z,1,1,"[""health"",""rating"",""numrating""]"
132,1289330372827,2,2021-03-20T10:47:22.773Z,1,1,"[""health"",""image"",""numrating"",""cal""]"
133,1186937731419,2,2021-03-20T10:48:13.393Z,0,0,"[""image"",""The recipe""]"
134,1340747583820,2,2021-03-20T10:49:21.298Z,2,2,"[""health"",""ingredient"",""image"",""fat"",""title"",""goals""]"
135,580282464922,2,2021-03-20T11:00:30.605Z,0,0,"[""title""]"
136,68263565281,2,2021-03-20T11:05:36.883Z,2,2,"[""ingredient"",""image"",""title""]"
137,1363570382370,2,2021-03-20T11:07:38.775Z,2,2,"[""health"",""image"",""salt""]"
138,1094566506629,2,2021-03-20T11:09:34.774Z,-1,-1,"[""ingredient"",""image"",""title""]"
139,1037378162125,2,2021-03-20T11:11:33.029Z,1,1,"[""health"",""salt"",""sugar"",""fat""]"
140,634134984234,2,2021-03-20T11:12:27.195Z,1,1,"[""image""]"
141,836608889800,2,2021-03-20T11:15:47.364Z,1,1,"[""ingredient"",""image"",""title""]"
142,802642191175,2,2021-03-20T11:18:40.283Z,1,1,"[""health"",""ingredient"",""cal"",""goals""]"
143,1222366175569,2,2021-03-20T11:25:42.052Z,1,1,"[""ingredient"",""title"",""goals""]"
144,33628594936,2,2021-03-20T11:31:15.638Z,0,0,"[""image"",""title""]"
145,964614189191,2,2021-03-20T11:33:44.514Z,1,1,"[""health""]"
146,677797377849,2,2021-03-20T11:44:59.307Z,1,1,"[""The potential of tasting great.""]"
147,119418965118,2,2021-03-20T11:51:23.236Z,1,1,"[""health"",""image"",""rating"",""numrating"",""cal""]"
148,1313727617278,2,2021-03-20T11:51:31.928Z,1,1,"[""health""]"
149,1578780357013,2,2021-03-20T11:55:17.813Z,1,1,"[""ingredient"",""image""]"
150,1152287006846,2,2021-03-20T11:56:25.130Z,1,1,"[""ingredient"",""image"",""cal"",""title"",""goals""]"
151,572852075694,2,2021-03-20T11:57:50.935Z,2,2,"[""health"",""ingredient"",""cal"",""goals""]"
152,561050143493,2,2021-03-20T12:01:10.664Z,1,1,"[""health"",""salt"",""fat""]"
153,1537931739824,2,2021-03-20T12:02:33.904Z,1,1,"[""health""]"
154,153963568057,2,2021-03-20T12:05:24.148Z,1,1,"[""ingredient"",""image"",""rating"",""numrating""]"
155,103002196186,2,2021-03-20T12:05:45.978Z,2,2,"[""health"",""ingredient"",""rating"",""cal"",""fat"",""goals""]"
156,682987926469,2,2021-03-20T12:07:47.889Z,1,1,"[""ingredient""]"
157,983558210260,2,2021-03-20T12:09:02.510Z,1,1,"[""image"",""How tasty and appealing the recipe sounded""]"
158,1599614405025,2,2021-03-20T12:09:22.364Z,1,1,"[""health""]"
159,391546261809,2,2021-03-20T12:13:30.069Z,1,1,"[""ingredient"",""image""]"
160,477181305849,2,2021-03-20T12:20:14.306Z,1,1,"[""image"",""rating"",""title""]"
161,310793532454,2,2021-03-20T12:18:31.589Z,0,0,"[""numrating"",""sugar""]"
162,513194556268,2,2021-03-20T12:22:58.201Z,1,1,"[""ingredient"",""whether it sounded good""]"
163,786295591641,2,2021-03-20T12:26:01.314Z,1,1,"[""health"",""cal"",""sugar"",""fat""]"
164,1222384926147,2,2021-03-20T12:37:23.394Z,1,1,"[""health"",""cal"",""protein""]"
165,1429921776064,2,2021-03-20T12:48:24.484Z,0,0,"[""image""]"
166,213420532102,2,2021-03-20T12:49:32.005Z,-2,-2,"[""rating""]"
167,1293467911522,2,2021-03-20T12:50:09.827Z,1,1,"[""ingredient""]"
168,665488157528,2,2021-03-20T12:52:40.378Z,1,1,"[""ingredient"",""image""]"
169,140662349163,2,2021-03-20T12:56:39.164Z,0,0,"[""image"",""title""]"
170,284249801044,2,2021-03-20T13:02:23.384Z,1,1,"[""health"",""image"",""goals""]"
171,573730678796,2,2021-03-20T13:06:03.267Z,1,1,"[""health"",""cal""]"
172,827434855706,2,2021-03-20T13:08:00.471Z,1,1,"[""health"",""image"",""title""]"
173,106003730414,2,2021-03-20T13:16:37.004Z,1,1,"[""image""]"
174,277252454169,2,2021-03-20T13:17:34.472Z,1,1,"[""health"",""ingredient"",""image"",""title"",""goals""]"
175,1110268875522,2,2021-03-20T13:18:47.959Z,2,2,"[""health"",""image"",""sugar"",""fat"",""goals""]"
176,770879358389,2,2021-03-20T13:19:34.167Z,2,2,"[""health""]"
177,1084178423280,2,2021-03-20T13:19:43.296Z,1,1,"[""title""]"
178,462034444591,2,2021-03-20T13:30:57.689Z,1,1,"[""image""]"
179,685968744289,2,2021-03-20T13:34:22.421Z,1,1,"[""health"",""ingredient"",""image"",""protein""]"
180,1360645188459,2,2021-03-20T13:34:30.951Z,1,1,"[""image"",""title""]"
181,459349165726,2,2021-03-20T15:40:59.580Z,0,0,"[""title""]"
182,1146355379485,2,2021-03-20T15:45:56.242Z,2,2,"[""health"",""Personal taste""]"
183,380961236747,2,2021-03-20T15:52:04.581Z,1,1,"[""ingredient"",""image"",""Simple preparation""]"
184,807679856131,2,2021-03-20T16:00:40.450Z,2,2,"[""health"",""ingredient"",""image"",""salt"",""sugar"",""fat""]"
185,234219233073,2,2021-03-20T16:06:14.251Z,1,1,"[""health"",""ingredient"",""image"",""numrating""]"
186,277982315818,2,2021-03-20T16:06:31.088Z,2,2,"[""ingredient"",""image""]"
187,316574012096,2,2021-03-20T16:09:07.787Z,1,1,"[""health"",""ingredient"",""image"",""salt""]"
188,1047322954875,2,2021-03-20T16:09:17.878Z,1,1,"[""ingredient"",""title""]"
189,578725149361,2,2021-03-20T16:11:48.749Z,2,2,"[""image""]"
190,119037694039,2,2021-03-20T16:24:48.567Z,1,1,"[""ingredient""]"
191,779726704652,2,2021-03-20T16:34:04.107Z,1,1,"[""title"",""goals""]"
192,1239865681739,2,2021-03-20T16:38:49.934Z,1,1,"[""image"",""title""]"
193,406306430587,2,2021-03-20T16:42:21.308Z,1,1,"[""health"",""ingredient"",""image""]"
194,1307972656499,2,2021-03-20T16:42:47.709Z,1,1,"[""image""]"
195,713571510591,2,2021-03-20T16:42:26.625Z,1,1,"[""health"",""title"",""goals"",""What did not have pasta. Avoiding gluten""]"
196,1381590173386,2,2021-03-20T16:55:57.073Z,1,1,"[""ingredient"",""image"",""numrating""]"
197,1117266096015,2,2021-03-20T16:59:12.761Z,1,1,"[""ingredient"",""image"",""title""]"
198,1226893053068,2,2021-03-20T16:59:29.009Z,2,2,"[""health"",""sugar""]"
199,543671455610,2,2021-03-20T17:15:35.057Z,2,2,"[""health"",""ingredient"",""image"",""rating"",""numrating"",""cal"",""fat"",""title"",""goals""]"
200,731800693868,2,2021-03-20T17:19:31.900Z,1,1,"[""image""]"
201,1161772319263,2,2021-03-20T17:20:14.957Z,1,1,"[""image"",""rating""]"
202,1247775436086,2,2021-03-20T17:30:24.020Z,1,1,"[""ingredient"",""image"",""title""]"
203,968100188040,2,2021-03-20T18:26:42.710Z,1,1,"[""title""]"
204,93169922048,2,2021-03-20T18:27:57.954Z,2,2,"[""health"",""ingredient"",""image"",""salt"",""protein"",""goals""]"
205,512396981366,2,2021-03-20T18:31:13.248Z,1,1,"[""health"",""title""]"
206,565200903602,2,2021-03-20T18:56:23.199Z,1,1,"[""health"",""image"",""title"",""goals""]"
207,1570134027908,2,2021-03-20T19:42:20.587Z,1,1,"[""ingredient"",""image"",""title""]"
208,1202505567886,2,2021-03-20T19:51:37.337Z,1,1,"[""health"",""image"",""rating""]"
209,1326487620555,2,2021-03-20T20:18:23.460Z,1,1,"[""health"",""ingredient"",""image"",""rating"",""cal"",""salt"",""sugar"",""fat"",""goals""]"
210,448243525259,2,2021-03-20T20:40:50.586Z,1,1,"[""health"",""image"",""rating"",""numrating"",""cal"",""goals""]"
211,1495075531701,2,2021-03-20T20:47:32.605Z,0,0,"[""image""]"
212,1279817473705,2,2021-03-20T20:48:37.024Z,2,2,"[""health"",""image"",""sugar"",""goals""]"
213,1419706570671,2,2021-03-20T21:00:51.499Z,1,1,"[""image"",""numrating""]"
214,1479498628780,2,2021-03-20T21:14:48.359Z,1,1,"[""health"",""image"",""cal""]"
215,1027288838867,2,2021-03-20T21:15:25.313Z,1,1,"[""ingredient"",""rating"",""title"",""how tasty it looked.""]"
216,1151248176582,2,2021-03-20T21:23:39.159Z,2,2,"[""health"",""ingredient"",""image"",""rating"",""numrating"",""cal"",""salt"",""sugar"",""fat"",""title"",""goals""]"
217,1258491355793,2,2021-03-20T21:33:31.193Z,1,1,"[""ingredient"",""image"",""title""]"
218,620165914697,2,2021-03-20T21:48:09.077Z,1,1,"[""health"",""image"",""protein""]"
219,1012972141883,2,2021-03-20T22:23:46.855Z,1,1,"[""health"",""ingredient"",""image"",""salt"",""sugar"",""title""]"
220,682006721472,2,2021-03-20T22:46:14.308Z,1,1,"[""image"",""rating"",""salt"",""fat"",""goals""]"
221,597917654896,2,2021-03-20T22:50:23.449Z,1,1,"[""ingredient"",""rating"",""sugar"",""fat""]"
222,961527618189,2,2021-03-20T23:03:31.125Z,1,1,"[""ingredient"",""image"",""title""]"
223,1287727445163,2,2021-03-20T23:26:30.094Z,2,2,"[""health"",""image""]"
224,566633502571,2,2021-03-20T23:26:27.368Z,1,1,"[""health"",""image"",""sugar""]"
225,1085241095445,2,2021-03-20T23:34:34.482Z,1,1,"[""health"",""image"",""cal"",""goals""]"
226,321854270179,2,2021-03-20T23:44:48.773Z,1,1,"[""image"",""How interesting the recipe would be to make""]"
227,514803021961,2,2021-03-20T23:46:32.463Z,1,1,"[""health"",""image"",""salt"",""sugar"",""fat"",""goals""]"
228,468442190744,2,2021-03-20T23:52:13.834Z,2,2,"[""health"",""image"",""sugar""]"
229,358831477957,2,2021-03-21T00:25:08.945Z,1,1,"[""health""]"
230,1417917742309,2,2021-03-21T00:44:21.451Z,1,1,"[""image""]"
231,1080244896915,2,2021-03-21T00:51:26.941Z,1,1,"[""image"",""rating"",""numrating"",""title""]"
232,1340949541928,2,2021-03-21T00:54:19.402Z,1,1,"[""image""]"
233,478602028205,2,2021-03-21T00:54:00.349Z,0,0,"[""rating"",""ease of preparation""]"
234,726638464076,2,2021-03-21T01:23:53.358Z,1,1,"[""image"",""title"",""taste""]"
235,480749691263,2,2021-03-21T02:04:03.956Z,1,1,"[""health"",""ingredient"",""image"",""title""]"
236,637335106774,2,2021-03-21T02:27:46.488Z,1,1,"[""image""]"
237,621417532150,2,2021-03-21T02:29:31.244Z,1,1,"[""health"",""ingredient"",""image""]"
238,750849447520,2,2021-03-21T02:40:08.400Z,1,1,"[""health"",""ingredient"",""title""]"
239,1194343286979,2,2021-03-21T02:59:28.998Z,0,0,"[""ingredient"",""title""]"
240,1425877647143,2,2021-03-21T03:28:19.207Z,1,1,"[""image"",""salt"",""title""]"
241,773096276921,2,2021-03-21T03:29:11.563Z,0,0,"[""ingredient"",""goals"",""Whether they seemed like I could eat them (e.g., no meat; nothing I'm constitutionally averse to)""]"
242,1172741213459,2,2021-03-21T03:30:45.409Z,1,1,"[""ingredient"",""image"",""goals""]"
243,762951959479,2,2021-03-21T04:01:33.705Z,1,1,"[""ingredient""]"
244,1482750913097,2,2021-03-21T04:40:22.234Z,1,1,"[""health""]"
245,129713116043,2,2021-03-21T05:11:19.456Z,1,1,"[""health"",""ingredient"",""image"",""cal"",""salt"",""sugar"",""fat"",""protein"",""goals""]"
246,1360363830039,2,2021-03-21T05:32:31.448Z,-1,-1,"[""taste""]"
