,Unnamed: 0,user_id,condnum,iso_time,prolific_id,gender,age,nationality,education,experience,eating_habits,goal,restrictions,american,european,other_continent
186,202,565536562704,1,2021-03-18T11:54:06.484Z,,female,42,American,3,chigh,vhealhty,protein,vegan,American,0,0
187,203,1466211027523,1,2021-03-18T11:53:27.041Z,,male,61,American,3,cmedium,neutral,gweight,"halal,pescatarian",American,0,0
188,204,1149247538978,1,2021-03-18T11:54:47.012Z,,female,60,American,3,chigh,neutral,none,none,American,0,0
189,205,1025083306249,1,2021-03-18T11:56:50.653Z,,male,37,American,3,clow,unhealthy,"vegetables,lweight",none,American,0,0
190,207,942196608250,1,2021-03-18T12:01:15.771Z,,male,57,American,5,cmedium,healthy,none,none,American,0,0
191,208,867622456835,1,2021-03-18T12:07:44.410Z,,female,47,American,4,chigh,neutral,"fruit,vegetables,lweight",No red meat,American,0,0
192,209,1398889333381,1,2021-03-18T12:07:59.557Z,,female,53,American,4,cmedium,neutral,lweight,none,American,0,0
193,210,756006122582,1,2021-03-18T12:08:36.263Z,,male,33,American,3,clow,healthy,none,none,American,0,0
194,211,1579480288170,1,2021-03-18T12:08:35.043Z,,female,44,American,3,cmedium,healthy,none,none,American,0,0
195,212,1322956827998,1,2021-03-18T12:09:09.975Z,,male,40,American,3,chigh,healthy,none,none,American,0,0
196,214,802763604978,1,2021-03-18T14:10:11.900Z,,male,22,American,2,clow,vhealhty,vegetables,gluten,American,0,0
197,215,1464795743574,1,2021-03-18T12:17:02.938Z,,male,42,American,3,cveryhigh,vhealhty,protein,vegan,American,0,0
198,216,42375067010,1,2021-03-18T12:16:57.470Z,,female,51,American,3,clow,neutral,"fruit,vegetables,lweight",none,American,0,0
199,217,1158958711670,1,2021-03-18T12:17:57.982Z,,female,69,American,2,chigh,neutral,"salt,lweight",none,American,0,0
200,218,1318318668478,1,2021-03-18T12:20:35.675Z,,male,30,American,3,cmedium,neutral,gweight,none,American,0,0
201,219,472875059121,1,2021-03-18T12:21:39.698Z,,female,53,American,4,cmedium,unhealthy,"vegetables,lweight",none,American,0,0
202,220,1020293895916,1,2021-03-18T12:22:10.789Z,,male,46,American,5,clow,healthy,"protein,fruit,vegetables",none,American,0,0
203,221,972555255516,1,2021-03-18T12:27:04.864Z,,male,27,American,3,cverylow,unhealthy,none,none,American,0,0
204,222,1017055155006,1,2021-03-18T12:28:03.307Z,,female,56,American,4,cveryhigh,vhealhty,protein,vegan,American,0,0
205,223,554563308127,1,2021-03-18T12:27:31.481Z,,male,26,American,2,cmedium,neutral,lweight,none,American,0,0
206,224,378032776350,1,2021-03-18T12:30:39.238Z,,female,32,American,3,cveryhigh,vhealhty,vegetables,none,American,0,0
207,225,569374479621,1,2021-03-18T12:31:52.007Z,,male,51,American,3,cmedium,healthy,protein,vegan,American,0,0
208,226,53978994408,1,2021-03-18T12:34:35.570Z,,female,55,American,2,chigh,vhealhty,vegetables,none,American,0,0
209,227,148126226097,1,2021-03-18T12:35:04.305Z,,male,50,American,3,cmedium,unhealthy,none,none,American,0,0
210,228,1150013655897,1,2021-03-18T12:35:05.247Z,,male,31,American,3,cmedium,healthy,"protein,vegetables",none,American,0,0
211,229,536447028886,1,2021-03-18T12:40:20.126Z,,female,32,American,3,chigh,healthy,none,none,American,0,0
212,230,59960034014,1,2021-03-18T12:40:49.487Z,,male,69,American,3,chigh,healthy,vegetables,none,American,0,0
213,231,478440196860,1,2021-03-18T12:43:23.943Z,,male,59,American,3,clow,healthy,"protein,salt,lweight",none,American,0,0
214,232,1337513097466,1,2021-03-18T12:44:37.139Z,,female,39,American,4,cmedium,healthy,protein,none,American,0,0
215,233,1216217496136,1,2021-03-18T12:49:27.250Z,,female,43,American,3,chigh,healthy,lweight,none,American,0,0
216,234,622048616001,1,2021-03-18T12:49:37.311Z,,male,60,American,3,chigh,vhealhty,none,none,American,0,0
217,236,517643408545,1,2021-03-18T12:51:50.397Z,,male,36,American,3,cmedium,healthy,vegetables,vegan,American,0,0
218,237,413641776957,1,2021-03-18T12:51:15.038Z,,female,30,American,3,chigh,vhealhty,"fruit,vegetables",none,American,0,0
219,238,1372882425200,1,2021-03-18T12:54:36.973Z,,female,45,American,2,chigh,neutral,EAT LES PROCESSED SUGAR,none,American,0,0
220,239,754422006587,1,2021-03-18T12:58:14.692Z,,female,40,American,3,cveryhigh,healthy,"fruit,vegetables,lweight",none,American,0,0
221,240,723074673826,1,2021-03-18T13:19:15.941Z,,male,35,American,4,cmedium,neutral,"fruit,vegetables",vegan,American,0,0
222,241,1115267862098,1,2021-03-18T13:21:54.293Z,,female,68,American,4,cmedium,healthy,vegetables,pescatarian,American,0,0
223,242,1542312782652,1,2021-03-18T13:23:03.952Z,,male,44,American,3,cmedium,healthy,"fruit,vegetables",none,American,0,0
224,243,1416757869619,1,2021-03-18T13:24:47.752Z,,female,32,American,4,cmedium,neutral,none,none,American,0,0
225,244,405140910594,1,2021-03-18T13:30:36.697Z,,female,41,American,5,cmedium,healthy,none,none,American,0,0
226,245,489602597512,1,2021-03-18T13:36:45.288Z,,male,22,American,3,cmedium,unhealthy,"fruit,vegetables,lweight",none,American,0,0
227,246,1588097410225,1,2021-03-18T13:38:14.635Z,,male,49,American,3,cmedium,neutral,none,none,American,0,0
228,247,1546542136213,1,2021-03-18T13:41:08.998Z,,female,47,American,2,chigh,healthy,protein,none,American,0,0
229,248,567213435964,1,2021-03-18T13:43:15.193Z,,female,59,American,4,cmedium,healthy,"protein,salt,fruit,vegetables,lweight",none,American,0,0
230,249,394037343304,1,2021-03-18T13:50:26.392Z,,female,26,American,3,chigh,healthy,protein,none,American,0,0
231,250,999480898487,1,2021-03-18T13:53:23.149Z,,female,35,American,2,chigh,unhealthy,"protein,fruit,vegetables,lweight",none,American,0,0
232,252,904551620453,1,2021-03-18T14:22:43.696Z,,female,39,American,3,cmedium,unhealthy,"protein,lweight",none,American,0,0
233,253,1015868000717,1,2021-03-18T14:24:15.109Z,,female,45,American,2,cveryhigh,vhealhty,"salt,lweight","lactose,gluten,no nuts",American,0,0
234,254,1084870776202,1,2021-03-18T14:26:39.040Z,,female,26,American,3,chigh,neutral,none,none,American,0,0
235,255,490980943932,1,2021-03-18T14:35:20.945Z,,female,62,American,3,cmedium,vhealhty,"protein,salt,fruit,vegetables",none,American,0,0
236,256,734678196880,1,2021-03-18T15:24:15.675Z,,female,49,American,2,cmedium,neutral,"fruit,lweight",none,American,0,0
237,258,495128938932,1,2021-03-18T15:35:29.575Z,,male,41,American,3,chigh,healthy,"protein,salt,fruit,vegetables",none,American,0,0
238,259,1000477923289,1,2021-03-18T15:52:11.557Z,,female,67,American,3,cmedium,neutral,"vegetables,lweight",none,American,0,0
239,260,671177800039,1,2021-03-18T15:58:32.421Z,,female,34,American,4,cveryhigh,healthy,"vegetables,lweight",none,American,0,0
240,261,1370043145708,1,2021-03-18T17:29:54.202Z,,male,35,American,4,cmedium,healthy,fruit,vegan,American,0,0
241,262,906098018474,1,2021-03-18T17:53:54.156Z,,male,24,American,3,cmedium,unhealthy,none,none,American,0,0
242,263,394645282446,1,2021-03-18T20:48:00.928Z,,male,33,American,3,chigh,neutral,none,none,American,0,0
